comment_text,matches_string
Mit Herrn Weinberg geben Sie ihm die Möglichkeit den Mist von tramp in Deutschland poblick zu machen versuchen Sie mal genauso in USA zu sagen was Sie von dem Rassisten tramp denken. Soviel ich weiß ist bei uns Rassismus ein strafbestand also diesen Herrn verhaften und abschieben,"assi, deutschland, rassisten, rassist, sag, abschieben, rassismus, mist"
"Lass doch einfach die Amerikaner entscheiden, wie sie ihr eigenes Land regiert haben wollen. Was müssen wir uns da eigentlich einmischen?","olle, doch, ollen"
@USER Ja. Sollte man trotzdem so nicht stehen lassen.,rotz
"@USER Ach und das alles gibt es nur in Russland? Wie war das mit der Wahlbeeinflussung in Thüringen? In den USA musste ein Präsident vor vielen Jahren durch ein Gericht bestätigt werden. Bereicherung und Korruption? Gibts ja wohl überall auf der Welt. Hat uns Russland schon mal angegriffen oder das Gas abgestellt? Putin ist ein Freund der Deutschen. Und wenn sie sich in der Geschichte auskennen würden, dann wüssten sie, dass die Krim im 18. und 19. Jahrhundert zum Russischen Kaiserreich gehörte. Von wegen Annexion. Zu viel @MEDIUM und @MEDIUM konsumiert?","hund, beeinflussung, wahlbeeinflussung, hunde"
Nach 30 Jahren Wiedervereinigung komme ich mir mit unseren Ossi Wessi Geschichten richtig popelig vor gegen das was diese US Republikaner für einen Müll zusammen reden. Die Leben nicht mal im Kalten Krieg. Die leben irgendwo in den 1950. Dazu gibt es hier auch gewisse Parallelen. Und das ist einer der Raus in die Welt kommt und sich an diesen Schwätzer verkauft hat. Alles für dieses wütende Weiße Mann Ding. Mit dem nötigen Kleingeld. Die wissen nicht was Trump geleistet hat oder nicht. Das weiß Trump doch nicht mal selber. Das ist ihm aber egal und seinen Wählern auch. Der Mann verkauft ein Gefühl und kein Programm. So wie er es immer gemacht mit seinen pleite gegangenen Spielcasinos und seiner bescheuerten Fernsehshow die einem an unsere Privatfernsehencastingshows erinnert. Und wehe du vergleichst ihn mit Dieter Bohlen 🤢,"müll, doch, bescheuert, asi, alten, alte, bescheuerte, bescheuerten, auft, egal, ereinigung, schwätzer, 🤢"
"Jedenfalls gestandene amerikanische Senatoren sind sich nicht zu schade, seine Eskapaden öffentlich und feierlich für völlig normal zu erklären. Donald Trump ist mithin alles andere als krank. Vielmehr ist Donald Trump ein zutiefst unmoralischer Mensch und das ist viel schlimmer. Denn so etwas kann man nicht therapieren. Wie kann man nur so werden? Es ist nämlich nicht ganz einfach, einem Menschen die Moral gründlich auszutreiben. Doch leider ist das immer wieder gelungen – mit zum Teil fürchterlichen Folgen. Ein Auszug aus dem Buch *Neue Irre* von Prof. Manfred Lütz.....🥴","krank, doch, schlimmer, irre, schlimm"
Theo Sommer erinnerte mich sehr an Helmut Schmidt. Wirklich tolle Argumente und Statements. Ein Urgestein der Politik! Hat mich sehr gefreut das es noch solche sachliche und vernünftige Menschen gibt die wissen wie alles wirklich zusammenhängt!,olle
"@USER Besser. Manche werden von Politikern blockiert, Kommentare gelöscht und es kommt zu haltlosen Diskussionen, ohne Argumente der Seite der Politker","losen, lose, halt"
"Trump soll die Wahl gewinnen weil er hält was er verspricht und er hat bei Corona auch nicht versagt, denn immerhin die Grenzen geschlossen um den Virus einzudämmen im Gegensatz zu Deutschland. Demokratisch wäre es schon noch einen guten Fetzen an ihm zu lassen denn immerhin ist er der Präsident der USA. Man sollte ihn nicht lächerlich machen denn bei uns gibt es viele Politiker mit denen man es gleichtun könnte.","deutschland, sag, lächerlich"
"Sie sind nicht gut und nicht sicher, nur schnell, zu schnell und unausgegoren. Impfstoffe gegen SARS-CoV-2, die jetzt schon in der Zulassung sind, wurden in drastisch verkürzten Verfahren entwickelt, was die Zusammenschiebung, sprich Teleskopierung der ersten und zweiten Phase betrifft und die dritte klinische Phase, die überhaupt nicht langzeiterprobt ist, die Nebenwirkungen, die auftreten, ob Immunität gegeben ist oder trotzdem Weitergabe des Virus an andere Menschen möglich ist. Es besteht keine bzw. ungenügend Sicherheit. Zumal es diese Art von Impfstoffen noch nie über die präklinische Phase geschafft haben. Menschen die gesund sind, wurden getestet mit signifikanten Nebenwirkungen, überschießenden Immunreaktionen, keine Langzeitfolgen wie zeitverzögerte Autoimmunreaktionen sind erforscht, Menschen die älter, vorerkrankt bzw. Risikogruppen sind, wie ist das bei denen erst? Es ist ein Faktum, dass dies nicht in dieser kurzen Zeit möglich ist, auch wenn uns das Medien, Politiker und Lobbyisten erzählen. https://www.researchgate.net/publication/345950519_Zur_Entwicklung_genetischer_Impfstoffe_gegen_SARS-CoV-2_-_technologische_Ansatze_sowie_klinische_Risiken_als_Folge_verkurzter_Prufphasen_in_DER_ARZNEIMITTELBRIEF_Nov_2020","lobbyisten, geschaf, erschießen, fahren, medien, krank, schieße, schießen, rotz, erkrankt, auft, erschieße, gruppen"
"@USER denken Sie mal ein paar Jahre weiter, fragen Sie sich wer einst für die „grosszügigen Corona-Hilfen“ (=Staatsverschuldung) wird aufkommen müssen. Wir oder die „Jungen“ bzw. unsere Kinder. Sie haben recht die Frage ist falsch gestellt, es geht nicht um den Abiball.... Die Frage zielt wieder auf vordergründige und billige Pseudodiskussionen ab, bei denen einzelne Gruppen gegeneinander aufgestellt werden. Sie sind doch intelligent genug das zu durchschauen!","doch, gruppen"
@USER scheinbar noch nie wählen gegangen oder überhaupt nicht gewusst was man wählt. Den Bundeskanzler oder Bundeskanzlerin hast du garantiert noch nie wählen können außer du bist Mitglied des Bundestages.,"bundeskanzlerin, wählen"
"George lebt in einer anderen Welt. Viele Republicans abroad sind nicht für diese Richtung, Trump Gang. Es wird enger werden als gedacht, Riots in den Strassen..eine starke FBI, US National Guard wird nötig sein, dirigiert von den Gouvenors.","rassen, rasse"
Mit dem Deutschen Now How und den und den Russischen Rohstoffen waren Beide Partner schon langst auf dem Mars gelandet und das wissen auch die Amerikaner und deshalb versuchen Sie immer wieder gute Nachbarschaften beider Lander zu Torpedieren .,"angst, arsch"
Das ist völlig unnötig und unverantwortlich 🙄👎,"🙄, 👎"
"lebe und genieße jeden tag so, daß die klimakirche sich über dich ärgern würde! 👊","ärgern, 👊"
"@USER - hab in den letzten 6 Monaten keinerlei Probleme gehabt, einen Arzttermin zu bekommen. Wo leben Sie denn?","letzte, arzt"
"@USER Blödsinn, was du schreibst! Du solltest dich besser informieren. Ansonsten beweise, dass Spätfolgen nicht auftreten können!","dsinn, blöd, blödsinn, auft"
"@USER hahaha, den merk ich mir. Top! 😂","hahaha, 😂, haha"
"Trump lobt die Kriminellen, die versucht haben, einen Biden-LKW in Texas von der Straße zu drängen und ihn rammten. Die republikanische Partei trägt das konsequenter Weise wie üblich dann ja wohl auch mit, oder? Jedenfalls ermittelt das FBI.","kriminelle, kriminellen"
"Amerika,Deutschland soll das dreckige und Umweltschadigende US-Fracking Gas Kaufen.....","deutschland, dreckig, dreckige, dreck"
"Das ist so als wenn man zum Arzt geht und sagt ich habe mir das Bein gebrochen und der Arzt dann antwortet: Menschen haben AIDS! Ja, das stimmt, aber das macht ja mein Bein nicht besser (zitat Moritz Neumeier)","sag, arzt"
Leider ist Herr Brinkhaus auch ein typischer Vertreter des Gestern. Warum schaffen es so viele Politiker*innen alles zu Verdrängen und Schönzureden - was passiert da in Köpfen?,"assi, affe, affen"
"Unablässig wird beklagt, dass Menschen über Fake-News manipuliert werden, dabei ist der Kern des Problems vielleicht ein ganz anderer: mangelndes Interesse an echten Fakten. Der Mensch muss erst vor dem Abgrund stehn, damit er handelt. Dabei steht er schon mit beiden Beinen drüber! Wohl gemerkt, in 20 Jahren wird der Sommer 2018 nur ein Durchschnittssommer sein. Ab 37 Grad Celsius wird es für den Menschen gefährlich (insbesondere für Kinder, ältere und kranke Menschen etc.). Hatten wir 2018 schon des öfteren erreicht. Bei fünf Grad - weltweiter durchschnittlicher Mittelwert - droht das Ende der Menschheit. 3-4 Grad sind bereits erreicht, auch wenn immer von 2 Grad Beschränkung gesprochen wird. (5 Grad haben wir am Nordpol und 2 Grad im Nahen Osten bereits erreicht). Es ist in Teilen auf der Welt mit 50 Grad und 90 % Luftfeuchtigkeit zu rechnen. Ganze Landstriche werden unbewohnbar. Schmilzt der Permafrost, schreitet die Erwärmung noch schneller voran! Eine gigantische Zeitbombe mit unvorhersehbaren Folgen! Die Kettenreaktion ist in vollen Gange. Wie ein Atomkraftwerk außer Kontrolle. Tschernobyl ist nichts dagegen. 350 Mio. Klimaflüchtlinge bis 2050 und Mio. Hitzetote in den nächsten Jahren! Es steht zu befürchten, dass die Erde im Jahr 2100 nur noch bewohnbare Zonen für eine Milliarde Menschen haben könnte (aktuell ca. 7,5 Milliarden), wenn wir so weiter machen wie im Moment!","kranke, olle, krank, troll, ollen, schern, manipuliert, trolle, flüchtlinge, flüchtling, fake-news, fake, tot"
"Sie schreiben doch, dass Ihnen Corona viel mehr verbleibende Zeit gestohlen hat??",doch
@USER geh du doch! 🤦🏻‍♂️,"doch, 🤦🏻"
"pandemie? 🤣 97% der deutschen sind weder infiziert, noch krank!","krank, 🤣"
"@USER in Amerika ist es nicht anders wie bei uns in Deutschland, unsere Politiker haben die Gesellschaft auch gespalten und seit 2015 extrem.","deutschland, esel, alten, alte"
"Ja und? Wir haben auch keine Dinosaurier gesehen, dafür halt dann was anderes","sau, halt"
"An die Impfskeptiker: Was wäre die Alternative? Abwarten bis eine Herdenimmunität erreicht ist? Nur mal so am Rande: Dieses Virus hat auch ""Nebenwirkungen"". Es kann Organe irreversibel schädigen und tötet.","alte, töte, tötet, alter, irre"
"""Rassmusen Report"" (die haben richtig ""Trump-Klinton"" Wahlergebnis vorhergesagt) - redet über sehr enges Rennen (""Biden 48%, Trump 47%""). Darunter, was einige ""swinging states"" angeht: ""Pennsylvania: Biden 49%, Trump 45%"" (2-Nov) ""Ohio: Trump 48%, Biden 45%"" (2-Nov) ""Florida: Biden 48%, Trump 47%"" (1-Nov) ""North Carolina: Trump 48%, Biden 46%"" (30-Okt) ""Arizona: Trump 48%, Biden 45%"" (29-Okt)","rennen, sag"
"@MEDIUM Habe ich hier bereits mehrfach. Aber - was soll's ... Die politische Entwicklung in den USA ist ein Indikator für die gesellschaftliche Atmosphäre in Europa. Deutschland siecht unter einer gesinnungsschweren bleiernen Glocke dahin. #Trump widersetzt sich der linken Meinungshegemonie. Und so wie sein Standhalten, seine souveräne #Haltung gegen diese Gesinnungsdiktatur bereits eine Erquickung für freiheitsliebende Konservative in Deutschland und Europa ist, wird seine Wiederwahl der manifestierte und fulminante Widerspruch gegen die weitere Verödung und Verengung des Meinungskorridors hierzulande werden. #Deutungshoheiten stürzen, Gesinnungsgleichschalter brennen durch. #Meinungsfreiheit wird befördert und Kryptokommunisten bekommen ihren Nackenschlag.","rennen, deutschland, linken, kommunisten, gesinnung, esel, kommunist, alten, alte, diktatur, alter, gesinnungsdiktatur, kommu, linke, halt"
"Der Herr Lauterbach verbreitet wirklich Panik. Ich schütze mich, aber mehr kann ich nicht machen.",panik
"Nachdem ich mir nahestehende Menschen qualvoll sterben gesehen habe, habe ich kürzlich einen ersten Menschen gesehen, der friedlich in seinem Bett eingeschlafen ist. Was für ein Unterschied. Dieser Mensch hatte eine Erkrankung, die ihm mit sehr sehr hoher Wahrscheinlichkeit einen qualvollen Tod beschert hätte. Was für ein Glück, auch für alle, die ihm nahe waren, dass er dem entschlafen konnte. Er war im übrigen ein aktiver Verfechter des selbstbestimmten Sterbens. Die Natur hat es gut mit ihm gemeint. Ja. Ich bin dafür, dass jeder Mensch ein unbedingtes Recht hat zu gehen. Mein Körper - mein Leben - mein Sterben.","olle, krank, ollen, unterschie"
@USER so verschieden sind Meinungen. Ich finde es super immer wieder wochenaktuelle Expertenmeinungen mitzubekommen. Wir erlangen ständig neue Erkenntnisse zum Thema Corona und die Situation im Land für Bevölkerung und Industrie ändert sich doch auch stetig... da ist es doch gut immer wieder über dieses aktuelle Thema informiert zu werden.,doch
"@USER Die arbeiten fieberhaft an der Organisation..und wenns einmal so weit ist, macht Deutschland das richtig gut. Da habe ich vollstes Vertrauen.","deutschland, vertrauen"
Was bekommt msn für eine solche Aussage bezahlt? Und wie zynisch muss man sein?,"zynisch, sag"
"Trump verlangt sofortiges Abbrechen von NorthStream.Sorry wer glaubt da steckt Russland dahinter, der träumt.Und es git noch gar keine Ermittlungen, Beweise usw.Lächerlich sowas und peinlich","brechen, lächerlich, peinlich"
@USER hätten die USA damals bei Deutschland auch so gedacht sähe es aber in Deutschland anders aus,deutschland
"Glauben ist in der Kirche ⛪️ besser aufgehoben! Aber,Chapeau für soviel Mut 👍",chapeau
"Unfassbar wie armselig hier einige schreiben. Wo irrt sich Carla Reemtsma denn bitte? Haben wir etwa nicht zu viele Autos auf den Straßen? Setzt die Politik nicht die falschen Anreize? Hat der Verbrenner etwa doch eine Zukunft? Ist E-Mobilität nicht auf dem Vormarsch? Hier kann niemand sachliche Kritik vorbringen und es versucht auch keiner, ist ja schließlich aussichtlos. Stattdessen beschränken sich die „Kritiker“ auf genau diese Merkmale: Sie ist weiblich, sie ist jung und sie lebt in einer Stadt. Und diese Attribute disqualifizieren sie jetzt? Wenn euch nichts Besseres einfällt, bleibt wohl nur zu sagen: Sie hat recht mit allem.","mob, weib, doch, arsch, sag, unfassbar, armselig"
@USER hat Merkel angeschafft,geschaf
@USER schade eigentlich. Da könnte man sie doch öffentlich widerlegen,doch
Michael Preetz ernsthaft 😂😂Das wird ein lustige Runde wenigstens was zu lachen in diesen Zeiten.,😂
"Wie kann er sich hinstellen und sagen, ich habe den Impfstoff bekommen. Es gibt bei einer Studie ganz klar welche die Placebos bekommen. Also woher will er wissen das er den Impfstoff bekommen hat. Es ehrt ihn aber das er einer der wenigen Politiker ist die auch machen sagen so nicht und das er win Zeichen setzen will. Aber bitte vorsichtig mit der Aussage ich habe den Impfstoff getes9",sag
"@USER sie haben sowas von recht. Und was dabei heraus kommt, sehen wir jeden Tag in den Medien.",medien
"Eines muss man Trump lassen er lässt die Menschen Wählen trotz Corona - Unsere Parteien verschieben die Wahl für den Parteivorsitz gleich auf das kommende Jahr da kann man sich hinter Corona verstecken. Er bekommt in so einem großen Land seine Wahlen hin - da wird es wohl bei uns mit der Wahl eines Parteivorsitzenden auch funktionieren?Wo ein Wille ist, ist auch ein Weg? Aber hier fehlt anscheinend der Wille. So schlecht ist Trump nicht wie er dargestellt wird, denn hier wird auch nicht alles richtig gemacht. Aber wenn man über Trump berichtet haben die anderen derweil ihre Ruhe.","wählen, rotz"
"Meine Mutter ist vor Jahren an einem Krankenhauskeim gestorben wie jedes Jahr auch Tausende daran Sterben ,was niemanden interessiert und bis jetzt hat sich die Situation in den Krankenhäusern ,was diese Infektion anbetrifft nichts geendert und wen interessieren diese Toten niemanden!Wo bleibt eure Solidarität bei der Organspende da sterben auch viele junge Leute und Kinder interessiert wenige!Wen ein Krebskranker nach Hause kommt und chemo hatte ,kann er auch an jedem Schnupfen Sterben und trotzdem muss er selber auf seine Sicherheit achten oder hast du schon mal erlebt das da die Nachbarn in Arrest kommen um ihn nicht zu gefährden ?Ich habe das Gefühl das ein Corona Toter ein Toter 1klasse ist und der Rest eben der Rest und davon gibt es viele ,die als kollateral schaden Sterben weil viele OP‘s verschoben werden selbst chemos werden verschoben und wer denkt an diese Fälle,die haben auch Kinder ,Mütter und Väter die trauern?","gestorben, kranke, krank, schaden, mutter, rotz, kranken, leute, kranker, tot"
"Jetzt mal im ernst, es gibt z.Z. im Kabinett Merkel keinen Politiker, den ich unsympathischer und unauthentischer finde, als den Altmaier..","unsympathische, unsympathisch, unsympath, sympathisch"
"Weiss nicht,lieg mit dir auf der "" Realitaetswellenlenge""",enl
"@USER könnte daran liegen, dass nicht viele für ihn sind. Es gibt halt intelligentes Leben.",halt
Ohne Maßnahmen hätte Corona vielen das Leben geklaut.,nahm
"@USER nun ja, die Nazis hatten sie nicht eingeladen und sie haben mit anderen unsere Großeltern und Eltern von den Nazis befreit.","nazi, nazis"
"@USER ""verdammt noch mal auch dran hält,"" Das ist für dich keine Spaltung? Für mich aber schon.",verdammt
😂,😂
